addr_full,brand,city,country,extras,lat,lon,name,phone,ref,postcode,website
Route de Bordeaux BIAS,But,BIAS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.402000000000000000,0.650000000000000000,But Villeneuve sur Lot,,102,47300,https://www.but.fr/magasins/102/But-Villeneuve-sur-Lot.html
Z.A.C. des Perrières Rue Bernard Palissy,But,VINEUIL,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.571000000000000000,1.369000000000000000,But Blois Vineuil,,103,41350,https://www.but.fr/magasins/103/But-Blois-Vineuil.html
Route de la charité,But,BOURGES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.095482095954000000,2.434249973910500000,But Bourges,,104,18000,https://www.but.fr/magasins/104/But-Bourges.html
1 Rue Raoul Ponchon,But,CHALON SUR SAONE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.793081828115000000,4.833984375000000000,But Chalon sur Saone,,105,71100,https://www.but.fr/magasins/105/But-Chalon-sur-Saone.html
Z.U.P. la madeleine - Avenue de Sully,But,CHARTRES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.451451674133000000,1.521473924636900000,But Chartres,,106,28000,https://www.but.fr/magasins/106/But-Chartres.html
"RN 10, Route de tours",But,CHATEAUDUN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.059336417129000000,1.328489452362100000,But Chateaudun,,107,28200,https://www.but.fr/magasins/107/But-Chateaudun.html
"111, avenue d'Occitanie Cap Sud",But,ST MAUR,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.776211052565000000,1.649500897503000000,But Chateauroux,,108,36250,https://www.but.fr/magasins/108/But-Chateauroux.html
"ZAC des charmes, Avenue de l'Europe",But,DIGOIN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.465304000000000000,4.108511000000000000,But Digoin,,110,71160,https://www.but.fr/magasins/110/But-Digoin.html
26 rue des bas buissons - Zone commerciale CORA,But,DREUX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.749717771462000000,1.347536805340600000,But Dreux,,111,28100,https://www.but.fr/magasins/111/But-Dreux.html
RN 6 Z.A.C. des bouchardes BP 9,But,CRêCHES SUR SAONE CEDEX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.253509136327000000,4.790456541061400000,But Macon,,112,71680,https://www.but.fr/magasins/112/But-Macon.html
Avenue d'Antibes KM 110,But,AMILLY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.978309038196000000,2.732691615160200000,But Montargis,,113,45200,https://www.but.fr/magasins/113/But-Montargis.html
ZI du bois du verneRoute de Soisson,But,MONTCEAU LES MINES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.689353046409000000,4.359675177946200000,But Montceau les mines,,114,71300,https://www.but.fr/magasins/114/But-Montceau-les-mines.html
70 boulevard Camille Dagonneau,But,VARENNES - VAUZELLES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.018604161810000000,3.148347279229100000,But Nevers,,115,58640,https://www.but.fr/magasins/115/But-Nevers.html
31 avenue de Paris - Margon,But,NOGENT LE ROTROU,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.328777869484000000,0.828872157147200000,But Nogent le Rotrou,,116,28400,https://www.but.fr/magasins/116/But-Nogent-le-Rotrou.html
280 Rue d'Artois,But,OLIVET,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.844963997310000000,1.915388456344500000,But Orléans,,117,45160,https://www.but.fr/magasins/117/But-Orleans.html
Avenue du 8 mai route de Malesherbes,But,PITHIVIERS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.179812684864000000,2.257744209014800000,But Pithiviers,,118,45300,https://www.but.fr/magasins/118/But-Pithiviers.html
35 avenue de Paris,But,ROMORANTIN LANTHENAY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.372687569154000000,1.737871253967300000,But Romorantin,,119,41200,https://www.but.fr/magasins/119/But-Romorantin.html
Route de Paris,But,ST CLéMENT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.215696817627000000,3.276834557502800000,But Sens,,120,89100,https://www.but.fr/magasins/120/But-Sens.html
RN 10 89 avenue du grand sud,But,CHAMBRAY LES TOURS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.340000000000000000,0.704000000000000000,But Tours,,121,37170,https://www.but.fr/magasins/121/But-Tours.html
Zone commerciale RN 10,But,VILLERABLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.761839273909000000,1.050700337634200000,But Vendome,,122,41100,https://www.but.fr/magasins/122/But-Vendome.html
Route de Neuvy,But,VIERZON,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.239532285603000000,2.091089794351200000,But Vierzon,,123,18100,https://www.but.fr/magasins/123/But-Vierzon.html
10 route de Grignon,But,ALBERTVILLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.661449902672000000,6.387482797622600000,But Albertville,,124,73200,https://www.but.fr/magasins/124/But-Albertville.html
ZI avenue de la libération,But,AMBERIEU EN BUGEY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.961000000000000000,5.340000000000000000,But Amberieu,,125,01500,https://www.but.fr/magasins/125/But-Amberieu.html
Centre commercial Le grand epagny,But,SILLINGY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.946000000000000000,6.035000000000000000,But Annecy-Sillingy,,126,74330,https://www.but.fr/magasins/126/But-Annecy-Sillingy.html
"5, rue de Montréal",But,VILLE LA GRAND,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.203473200000000000,6.275548900000000000,But Annemasse,,127,74100,https://www.but.fr/magasins/127/But-Annemasse.html
ZAC de Jonchain Nord,But,SALAISE SUR SANNE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.344279006983000000,4.805495744705200000,But Salaise,,128,38150,https://www.but.fr/magasins/128/But-Salaise.html
1200 route d'Alès,But,LACHAPELLE SOUS AUBENAS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.617000000000000000,4.383000000000000000,But Aubenas,,129,07200,https://www.but.fr/magasins/129/But-Aubenas.html
126 avenue Charles de Gaulle ,But,AURILLAC,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.909225398021000000,2.423241063102600000,But Aurillac,,130,15000,https://www.but.fr/magasins/130/But-Aurillac.html
Rue des prés de Brou,But,BOURG EN BRESSE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.200000000000000000,5.217000000000000000,But Bourg en Bresse,,131,01000,https://www.but.fr/magasins/131/But-Bourg-en-Bresse.html
170 rue Nouvelle,But,DOMARIN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.589109000000000000,5.245910000000000000,But Bourgoin,,132,38300,https://www.but.fr/magasins/132/But-Bourgoin.html
RN 102 route de CLERMONT,But,BRIOUDE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.315120713627000000,3.373032186508200000,But Brioude,,133,43100,https://www.but.fr/magasins/133/But-Brioude.html
1135 rue JUMEL,But,CLUSES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.050265851871000000,6.591379380226200000,But Cluses,,135,74300,https://www.but.fr/magasins/135/But-Cluses.html
"75, rue des javaux",But,EYBENS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.154332051249000000,5.745678142327800000,But Grenoble Eybens,,138,38320,https://www.but.fr/magasins/138/But-Grenoble-Eybens.html
"Zone commerciale ""Le Chirel""",But,LE PUY-EN-VELAY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.022677676755000000,3.882503955567700000,But Le Puy,,139,43000,https://www.but.fr/magasins/139/But-Le-Puy.html
192 route de Grenoble,But,ST PRIEST,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.714592566708000000,4.966356754303000000,But Lyon,,140,69800,https://www.but.fr/magasins/140/But-Lyon.html
Z.I.sudBP 107 MONTELIMAR Cedex,But,MONTELIMAR,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.532330038910000000,4.740752593948400000,But Montelimar,,141,26200,https://www.but.fr/magasins/141/But-Montelimar.html
Rue Albert Einstein,But,MONTLUCON,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.333000000000000000,2.600000000000000000,But Montlucon,,142,03100,https://www.but.fr/magasins/142/But-Montlucon.html
RD 707 - Fromenteau,But,TOULON SUR ALLIER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.536848911636000000,3.346275921914400000,But Moulins,,143,03400,https://www.but.fr/magasins/143/But-Moulins.html
210 avenue de la libération,But,LE COTEAU,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.013411400000000000,4.093599100000000000,But Roanne,,144,42120,https://www.but.fr/magasins/144/But-Roanne.html
"40 B, Route des Chasses",But,ST PAUL LES ROMANS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.057966923133000000,5.098672260964800000,But Romans,,145,26750,https://www.but.fr/magasins/145/But-Romans.html
RN 82,But,LA FOUILLOUSE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.482648824342000000,4.348097531318700000,But St Etienne,,146,42480,https://www.but.fr/magasins/146/But-St-Etienne.html
Centre commercial de la font long,But,ST FLOUR,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.038000000000000000,3.090000000000000000,But St Flour,,147,15100,https://www.but.fr/magasins/147/But-St-Flour.html
Boulevard du Pré Biollat,But,ANTHY SUR LéMAN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.349357000000000000,6.437789000000000000,But Thonon-Les-Bains,,149,74200,https://www.but.fr/magasins/149/But-Thonon-Les-Bains.html
560 Avenue Salvador Allende,But,PORTE LES VALENCE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.888851800521000000,4.879525069836400000,But Valence,,150,26800,https://www.but.fr/magasins/150/But-Valence.html
Route de Bourg Z.I. blanchisserie,But,VOIRON,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.381143180358000000,5.579820291996000000,But Voiron,,152,38500,https://www.but.fr/magasins/152/But-Voiron.html
"Centre commercial ""Croix Dampierre"" Avenue Mercuria",But,ST MEMMIE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.945321054679000000,4.385042128260000000,But Chalons en Champagne,,154,51470,https://www.but.fr/magasins/154/But-Chalons-en-Champagne.html
Centre commercial des Ayvelles,But,VILLERS SEMEUSE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.732157440299000000,4.753926753997800000,But Charleville Mezières,,155,08000,https://www.but.fr/magasins/155/But-Charleville-Mezieres.html
Faubourg du moulin neuf,But,CHAUMONT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.122555856713000000,5.149299126580400000,But Chaumont,,156,52000,https://www.but.fr/magasins/156/But-Chaumont.html
Zone commerciale,But,CHOISEY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.064193704803000000,5.454168312072700000,But Dole,,158,39100,https://www.but.fr/magasins/158/But-Dole.html
Route de Cumières,But,DIZY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.065621000000000000,3.961694000000000000,But Epernay,,159,51530,https://www.but.fr/magasins/159/But-Epernay.html
"26 rue de la  Bazaine, Parc économique Le saut le cerf",But,EPINAL,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.198283010848000000,6.469147988022800000,But Epinal,,160,88000,https://www.but.fr/magasins/160/But-Epinal.html
Z.A.C. Gray sud,But,GRAY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.436611749611000000,5.599965131282800000,But Gray,,162,70100,https://www.but.fr/magasins/162/But-Gray.html
Z.I. de Sts Geosmes,But,LANGRES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.831341219483000000,5.336455356900000000,But Langres,,164,52200,https://www.but.fr/magasins/164/But-Langres.html
92 rue de Longwy,But,LEXY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.513714407051000000,5.735743214352900000,But Longwy,,165,54720,https://www.but.fr/magasins/165/But-Longwy.html
Espace commercial Chantrans Route de bourg en Bresse - RN 83,But,MONTMOROT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.671635587316000000,5.527246763229400000,But Lons le Saunier,,166,39570,https://www.but.fr/magasins/166/But-Lons-le-Saunier.html
Actisud zone St JEAN,But,JOUY AUX ARCHES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.077579795200000000,6.099806880950900000,But Metz,,168,57130,https://www.but.fr/magasins/168/But-Metz.html
1 Route de Delle - Carrefour des oeufs frais,But,SEVENANS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.483000000000000000,6.833000000000000000,But Belfort,,169,90400,https://www.but.fr/magasins/169/But-Belfort.html
95 rue de Guebwiller,But,KINGERSHEIM,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.792681182840000000,7.314231875491100000,But Mulhouse,,170,68260,https://www.but.fr/magasins/170/But-Mulhouse.html
Rue Pierre Dechanet Zone commerciale LES GRANDS PLANCHANTS,But,PONTARLIER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.903887623513000000,6.332858887696800000,But Pontarlier,,172,25300,https://www.but.fr/magasins/172/But-Pontarlier.html
Avenue des Goisses - ZA des Blancs Monts,But,CORMONTREUIL,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.214257000000000000,4.061198000000000000,But Reims Cormontreuil,,173,51350,https://www.but.fr/magasins/173/But-Reims-Cormontreuil.html
"520, rue du haut des rangs",But,DOMMARTIN LES REMIREMONT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.011636000000000000,6.604048000000000000,But Remiremont,,174,88200,https://www.but.fr/magasins/174/But-Remiremont.html
6 bvd Antoine de St Exupery,But,MAIZIèRES LA GRANDE PAROISSE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.510583771884000000,3.716449807304700000,But Romilly,,175,10510,https://www.but.fr/magasins/175/But-Romilly.html
ZAC du Chêne Saint Amand,But,ST DIZIER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.623621017039000000,4.967959665844500000,But St Dizier,,177,52100,https://www.but.fr/magasins/177/But-St-Dizier.html
Rte de Sarrebourg,But,IMLING,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.724859000000000000,7.020043000000000000,But Sarrebourg,,178,57400,https://www.but.fr/magasins/178/But-Sarrebourg.html
Rue Lamy,But,SARREGUEMINES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.115446132606000000,7.093123938900800000,But Sarreguemines,,179,57200,https://www.but.fr/magasins/179/But-Sarreguemines.html
6 rue Westrich Z.I. nord,But,SELESTAT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.280259909792000000,7.464671259663400000,But Selestat,,180,67600,https://www.but.fr/magasins/180/But-Selestat.html
36 route de strasbourg,But,VENDENHEIM,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.658889776106000000,7.720972595770300000,But Strasbourg nord,,181,67550,https://www.but.fr/magasins/181/But-Strasbourg-nord.html
2 rue de Brack,But,ST AVOLD,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.115181520484000000,6.709013148496500000,But St Avold,,183,57500,https://www.but.fr/magasins/183/But-St-Avold.html
Rue du Linkling ZI du Linkling,But,TERVILLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.352244046454000000,6.137000419012000000,But Thionville,,184,57180,https://www.but.fr/magasins/184/But-Thionville.html
Centre commercial L'aire des moissons RN 19,But,ST PARRES AUX TERTRES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.296052692787000000,4.129401678897700000,But Troyes,,185,10410,https://www.but.fr/magasins/185/But-Troyes.html
Z.I. avenue d'Etain,But,VERDUN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.163912637405000000,5.414246849737500000,But Verdun,,186,55100,https://www.but.fr/magasins/186/But-Verdun.html
Z.I. de la fosse Barbière,But,AULNAY SOUS BOIS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.954605472443000000,2.480107288360600000,But Aulnay sous bois,,188,93600,https://www.but.fr/magasins/188/But-Aulnay-sous-bois.html
4-7 allée des Platanes,But,FRESNES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.757816384412000000,2.330587909787000000,But Fresnes,,192,94260,https://www.but.fr/magasins/192/But-Fresnes.html
Route de noiseau RN 4 La Croix St Nicolas entre Pontault-Combault et Ormesson,But,LA QUEUE EN BRIE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.781448575429000000,2.569679062843300000,But La Queue en Brie,,194,94510,https://www.but.fr/magasins/194/But-La-Queue-en-Brie.html
171 avenue du Béarn,But,BUCHELAY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.989507000000000000,1.663849000000000000,But Mantes la jolie - Buchelay,,195,78200,https://www.but.fr/magasins/195/But-Mantes-la-jolie-Buchelay.html
Route de Sens,But,NEMOURS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.259826928291000000,2.717306360821600000,But Nemours,,199,77140,https://www.but.fr/magasins/199/But-Nemours.html
Parc d'activité de l'Oseraie,But,OSNY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.075792000000000000,2.080039000000000000,But Pontoise,,201,95520,https://www.but.fr/magasins/201/But-Pontoise.html
7 rue Marcel Vatelot,But,PROVINS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.551879629937000000,3.299831348548900000,But Provins,,202,77160,https://www.but.fr/magasins/202/But-Provins.html
38-40 avenue de Hurepoix Z.A.C. de la Croix blanche,But,STE GENEVIEVE DES BOIS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.622873899399000000,2.350835064235000000,But Ste Genevieve des bois,,203,91700,https://www.but.fr/magasins/203/But-Ste-Genevieve-des-bois.html
39 boulevard du Soleil,But,AGDE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.304230324970000000,3.485597668647800000,But Agde,,205,34300,https://www.but.fr/magasins/205/But-Agde.html
Z.I. Baleone RN 193 Sortie Ajaccio Mezzavia,But,AJACCIO,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",41.954772606219000000,8.792348687172000000,But Ajaccio,,206,20000,https://www.but.fr/magasins/206/But-Ajaccio.html
Route de Nîmes B.P.20,But,ST HILAIRE DE BRETHMAS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.107000000000000000,4.101000000000000000,But Alès,,207,30560,https://www.but.fr/magasins/207/But-Ales.html
1966 route nationale 7,But,VILLENEUVE LOUBET,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.631838000000000000,7.134423000000000000,But Villeneuve Loubet,,208,06270,https://www.but.fr/magasins/208/But-Villeneuve-Loubet.html
