addr_full,brand,city,country,extras,lat,lon,name,phone,ref,postcode,website
96 route de Bourges,But,SAINT AMAND MONTROND,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.736758000000000000,2.488851000000000000,But Saint Amand,,328,18200,https://www.but.fr/magasins/328/But-Saint-Amand.html
Route de Longué,But,BEAUFORT EN ANJOU,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.432326000000000000,-0.199388000000000000,But Beaufort,,329,49250,https://www.but.fr/magasins/329/But-Beaufort.html
2 rue des margats - Lieu dit Les longs sillons,But,COULOMMIERS,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.808812000000000000,3.094258000000000000,But Coulommiers,,330,77120,https://www.but.fr/magasins/330/But-Coulommiers.html
Avenue de Bastia - Immeuble Luciani,But,PORTO VECCHIO,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",41.609628000000000000,9.276641000000000000,But Porto Vecchio,,331,20137,https://www.but.fr/magasins/331/But-Porto-Vecchio.html
Z.I. du Peuron,But,CHAUVIGNY,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.556670000000000000,0.624974000000000000,But Chauvigny,,332,86300,https://www.but.fr/magasins/332/But-Chauvigny.html
1 Avenue Faidherbe,But,JONZAC,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.448151000000000000,-0.438740000000000020,But Jonzac,,333,17500,https://www.but.fr/magasins/333/But-Jonzac.html
ZAC de Bellevue,But,AUTUN,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.970297000000000000,4.274178000000000000,But Autun,,334,71400,https://www.but.fr/magasins/334/But-Autun.html
Route de Dijon,But,SEMUR EN AUXOIS,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.488942000000000000,4.353879000000000000,But Semur,,335,21140,https://www.but.fr/magasins/335/But-Semur.html
Rue Louis Desprez,But,BAR SUR AUBE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.225968000000000000,4.713181000000000000,But Bar sur Aube,,336,10200,https://www.but.fr/magasins/336/But-Bar-sur-Aube.html
Rue Paul Filliot ZAC de Val de L'Orne,But,CONFLANS EN JARNISY,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.162798405175000000,5.837723223739000000,But Conflans,,337,54800,https://www.but.fr/magasins/337/But-Conflans.html
ZI aux Cloyes,But,LURE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.682159000000000000,6.516904000000000000,But Lure,,338,70200,https://www.but.fr/magasins/338/But-Lure.html
Route de Paris,But,TONNERRE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.870731000000000000,3.968801000000000000,But Tonnerre,,339,89700,https://www.but.fr/magasins/339/But-Tonnerre.html
76-84 avenue Gilbert Roux,But,CUSSET,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.138661000000000000,3.439128000000000000,But Vichy,,340,03300,https://www.but.fr/magasins/340/But-Vichy.html
Z.A. Villejame 3,But,GUERANDE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.324516000000000000,-2.408185000000000000,But Guerande,,341,44350,https://www.but.fr/magasins/341/But-Guerande.html
ZA les Plantes - Rue André Boulle,But,NOYERS SUR CHER,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.284126000000000000,1.373104000000000000,But Noyers,,342,41140,https://www.but.fr/magasins/342/But-Noyers.html
Zone Commerciale Rive Sud,But,SAINTE ANNE SUR BRIVET,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.435299809375000000,-2.076483660224900000,But Pontchâteau,,343,44160,https://www.but.fr/magasins/343/But-Pontchateau.html
Z.A.E. de l'Ebeaupinières,But,SAINTE GEMMES D'ANDIGNE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.688563000000000000,-0.891468000000000000,But Segre,,344,49500,https://www.but.fr/magasins/344/But-Segre.html
Route de Poitiers,But,AZAY LE BRULE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.403761000000000000,-0.230810000000000000,But Saint Maixent,,345,79400,https://www.but.fr/magasins/345/But-Saint-Maixent.html
Rue des Oustalots,But,OLORON SAINTE MARIE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.180186000000000000,-0.613458000000000000,But Oloron,,346,64400,https://www.but.fr/magasins/346/But-Oloron.html
Avenue Montseigneur Batiot - ZI du pont Corné,But,CHANTONNAY,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.695626000000000000,-1.055954000000000000,But Chantonnay,,347,85110,https://www.but.fr/magasins/347/But-Chantonnay.html
La Cloutière - Perrusson,But,LOCHES,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.112326000000000000,1.004909000000000000,But Loches,,348,37600,https://www.but.fr/magasins/348/But-Loches.html
Z.A.C de la sucrerie - Route de Sens,But,MONTEREAU FAULT YONNE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.375952000000000000,2.956232000000000000,But Montereau,,349,77130,https://www.but.fr/magasins/349/But-Montereau.html
95 av du Maréchal de Lattre de Tassigny,But,LUCON,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.452033500000000000,-1.161629900000000000,But Luçon,,350,85400,https://www.but.fr/magasins/350/But-Lucon.html
84 avenue de Bretagne,But,GENESTON,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.064390000000000000,-1.517091000000000000,But Geneston,,351,44140,https://www.but.fr/magasins/351/But-Geneston.html
5 RUE DES GRATTELIEVRES,But,TAVERS,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.763978000000000000,1.610696000000000000,But Tavers,,352,45190,https://www.but.fr/magasins/352/But-Tavers.html
30 Rue Antoine-Laurent de Lavoisier - ZC Concorde,But,ROYAN,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.632046000000000000,-0.985418000000000020,But Royan,,353,17200,https://www.but.fr/magasins/353/But-Royan.html
Parc commercial « les portes de Soissons »,But,VAUXBUIN,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.357851000000000000,3.296810000000000000,But Soissons,,354,02200,https://www.but.fr/magasins/354/But-Soissons.html
ZAC DU BLANC CARROI,But,CHINON,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.172801000000000000,0.251135000000000000,But Chinon,,355,37500,https://www.but.fr/magasins/355/But-Chinon.html
Boulevard de L'Europe - ZAC des Loges,But,PARTHENAY,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.648031500000000000,-0.220354800000000000,But Parthenay,,356,79200,https://www.but.fr/magasins/356/But-Parthenay.html
5 rue Emile Durkeim,But,SAINT DIE DES VOSGES,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.292854000000000000,6.938019000000000000,But Saint Die,,357,88100,https://www.but.fr/magasins/357/But-Saint-Die.html
2 rue des Métiers,But,COLMAR,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.110461500000000000,7.364457100000000000,But Colmar,,358,68000,https://www.but.fr/magasins/358/But-Colmar.html
6 avenue des Erables,But,HOUDEMONT,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.643013000000000000,6.184167000000000000,But Nancy,,359,54180,https://www.but.fr/magasins/359/But-Nancy.html
Rue Clément Ader,But,CLAYE SOUILLY,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.945466000000000000,2.668072000000000000,But Claye Souilly,,360,77410,https://www.but.fr/magasins/360/But-Claye-Souilly.html
106 av du Vieux chemin de Saint Denis,But,GENNEVILLIERS,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.932265200000000000,2.315651800000100000,But Gennevilliers,,362,92230,https://www.but.fr/magasins/362/But-Gennevilliers.html
Route de Domont,But,EZANVILLE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.036282000000000000,2.345872000000000000,But Ezanville,,363,95460,https://www.but.fr/magasins/363/But-Ezanville.html
1 avenue Marechal Foch,But,CRETEIL,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.771995000000000000,2.438700000000000000,But Créteil,,364,94000,https://www.but.fr/magasins/364/But-Creteil.html
13 rue de la sablière,But,SCHWEIGHOUSE SUR MODER,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.828916000000000000,7.749638000000000000,BUT Haguenau,,365,67590,https://www.but.fr/magasins/365/BUT-Haguenau.html
63 Boulevard du Havre,But,HERBLAY,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.002297000000000000,2.178376000000000000,But Herblay,,366,95220,https://www.but.fr/magasins/366/But-Herblay.html
3 Avenue de l'Ile Brune,But,SAINT EGREVE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.215587400000000000,5.683009300000000000,But Grenoble Saint Egreve,,367,38120,https://www.but.fr/magasins/367/But-Grenoble-Saint-Egreve.html
1170 Route des Quarante Sous RN13-Les Glaisières,But,ORGEVAL,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.927470000000000000,1.984740000000000000,But Orgeval,,368,78630,https://www.but.fr/magasins/368/But-Orgeval.html
ZAC du bas terrroir Route de Tournai,But,WAZIERS,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.393028000000000000,3.113789000000000000,But Douai,,369,59119,https://www.but.fr/magasins/369/But-Douai.html
rue de Dole Zone de Chateaufarine,But,BESANCON,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.213676000000000000,5.945957000000000000,But Besancon Sud,,370,25000,https://www.but.fr/magasins/370/But-Besancon-Sud.html
52 Avenue de Bordeaux,But,MIMIZAN,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.205874500000000000,-1.221093900000000000,But Mimizan,,371,40200,https://www.but.fr/magasins/371/But-Mimizan.html
"Centre commercial Promenade de Flandre, En face d’Auchan Roncq",But,NEUVILLE-EN-FERRAIN,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.746860000000000000,3.133820000000000000,But Roncq Neuville-en-ferrain,,372,59960,https://www.but.fr/magasins/372/But-Roncq-Neuville-en-ferrain.html
Avenue de la Dordogne,But,SARLAT LA CANEDA,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.876563000000000000,1.213202000000000000,But Sarlat,,373,24200,https://www.but.fr/magasins/373/But-Sarlat.html
5 Avenue Pierre et Marie Curie,But,ISSOIRE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.550655000000000000,3.254300000000000000,But Issoire,,374,63500,https://www.but.fr/magasins/374/But-Issoire.html
AVENUE WILLY BRANDT Promenade d’Artois,But,DUISANS,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.306197200000000000,2.724291000000000000,But Arras,,375,62161,https://www.but.fr/magasins/375/But-Arras.html
37 rue DE PRES,But,ST MARCEL,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.104683000000000000,1.452745000000000000,But Vernon,,376,27950,https://www.but.fr/magasins/376/But-Vernon.html
Zone d'Activités de la Grande Haie,But,VITRé,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.119882000000000000,-1.169040700000000000,But Vitré,,377,35500,https://www.but.fr/magasins/377/But-Vitre.html
ZAC DE L'EUROPE RUE DU TRAITE DE LISBONNE,But,PORNIC,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.128612000000000000,-2.125329000000000000,But Pornic,,378,44210,https://www.but.fr/magasins/378/But-Pornic.html
Rue Laplace Parc commercial de Launay,But,PONT L EVEQUE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.285284000000000000,0.202459000000000000,But Pont l'Eveque,,379,14130,https://www.but.fr/magasins/379/But-Pont-l-Eveque.html
"2380 Route Nationale 20, Route de PARIS",But,SARAN,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.959015000000000000,1.890749000000000000,But Saran,,380,45770,https://www.but.fr/magasins/380/But-Saran.html
10 Rue Ordronneau Zone Atout Sud,But,REZE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.193969000000000000,-1.576323000000000000,But Nantes Reze,,381,44400,https://www.but.fr/magasins/381/But-Nantes-Reze.html
Route de limoges - Zone commerciale d'arfeuille,But,SAINT YRIEIX LA PERCHE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.525860000000000000,1.210927000000000000,But St Yrieix,,382,87500,https://www.but.fr/magasins/382/But-St-Yrieix.html
11 Rue Gustave Eiffel,But,CHATEAU THIERRY,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.033848000000000000,3.387586000000000000,But Chateau Thierry,,383,02400,https://www.but.fr/magasins/383/But-Chateau-Thierry.html
30 Route Nationale 75 – ZI Pré noir,But,CHARANCIEU,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.531209057727000000,5.587649949074900000,BUT Charancieu,,384,38490,https://www.but.fr/magasins/384/BUT-Charancieu.html
Zac Cap du Crès – Boulevard Georges Brassens,But,MILLAU,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.115231000000000000,3.070426000000000000,But Millau,,385,12100,https://www.but.fr/magasins/385/But-Millau.html
4 C rue Pierre Clostermann,But,BLOTZHEIM,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.606384000000000000,7.506517000000000000,But Blotzheim,,386,68730,https://www.but.fr/magasins/386/But-Blotzheim.html
386 RUE DES VERDIERS,But,LYS-LEZ-LANNOY,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.676843812873000000,3.223339319229100000,But Leers,,387,59390,https://www.but.fr/magasins/387/But-Leers.html
"Route d'Avignon, Nationale 7",But,ORANGE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.113202000000000000,4.843560000000000000,But Orange,,388,84100,https://www.but.fr/magasins/388/But-Orange.html
"Route N7 - lieudit ""le grand champ""",But,COSNE COURS SUR LOIRE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.386788000000000000,2.921641000000000000,But Cosne sur Loire,,389,58200,https://www.but.fr/magasins/389/But-Cosne-sur-Loire.html
"Centre Commercial Intermarché, Route Départementale 817",But,CAPVERN,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.112219200000000000,0.356514500000000000,But Capvern,,390,65130,https://www.but.fr/magasins/390/But-Capvern.html
32t Avenue du Mont Saint Michel,But,L'AIGLE,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.762036000000000000,0.616049000000000000,But L'Aigle,,391,61300,https://www.but.fr/magasins/391/But-L-Aigle.html
Route de Lannilis,But,LE FOLGOËT,FRANCE,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.566181256821000000,-4.351526992988400000,But Lesneven,,392,29260,https://www.but.fr/magasins/392/But-Lesneven.html
105 route de Crest,But,AOUSTE SUR SYE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.721233000000000000,5.037753000000000000,But Crest,,393,26400,https://www.but.fr/magasins/393/But-Crest.html
40 rue de Flandres,But,NEUFCHâTEL-EN-BRAY,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.736987282669000000,1.434778857080800000,But Neufchâtel-En-Bray,,394,76270,https://www.but.fr/magasins/394/But-Neufchatel-En-Bray.html
54-56 Avenue du Général Martial Valin,But,LIMOGES,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.806880411409000000,1.274739937186700000,But Limoges Sud,,395,87000,https://www.but.fr/magasins/395/But-Limoges-Sud.html
"1 allée des Cèdres, Parc Commercial Val Durance",But,SISTERON,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.236659600000000000,5.909602800000000000,But Sisteron,,396,04200,https://www.but.fr/magasins/396/But-Sisteron.html
Rue du Commandant Victor Sahuc,But,RIOM,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.879685000000000000,3.114561000000000000,But Riom,,397,63200,https://www.but.fr/magasins/397/But-Riom.html
50 Rue du 11 Novembre,But,ALBERT,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.997140798089000000,2.658141405756700000,But Albert,,398,80300,https://www.but.fr/magasins/398/But-Albert.html
ZAC du Bois de Ladre – Impasse derrière les Près,But,AVALLON,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.498419100000000000,3.915700600000000000,But Avallon,,399,89200,https://www.but.fr/magasins/399/But-Avallon.html
12 Rue du Bief,But,MORTEAU,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.058450000000000000,6.614700000000000000,But Morteau,,401,25500,https://www.but.fr/magasins/401/But-Morteau.html
14 Rue François Truffaut,But,THIERS,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.839299008585000000,3.510320118516400000,But Thiers,,402,63300,https://www.but.fr/magasins/402/But-Thiers.html
Allée de Szentendre,But,SALON DE PROVENCE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.633446918177000000,5.075397704598800000,But Salon de Provence,,403,13300,https://www.but.fr/magasins/403/But-Salon-de-Provence.html
ZAC des Milliaires Genestet,But,BEAUCAIRE,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.815242833876000000,4.612675332663000000,But Beaucaire,,404,30300,https://www.but.fr/magasins/404/But-Beaucaire.html
Avenue du Maréchal Foch,But,SAINT-MAXIMIN-LA-SAINTE-BAUME,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.458074000000000000,5.862741000000000000,But Saint-Maximin-la-Sainte-Baume,,405,83470,https://www.but.fr/magasins/405/But-Saint-Maximin-la-Sainte-Baume.html
Avenue du Mas Saint Laurent,But,VAUVERT,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.708504049261000000,4.268016620241500000,But Vauvert,,406,30600,https://www.but.fr/magasins/406/But-Vauvert.html
Rue du Parc Manceau - ZAC de l’Ardoise,But,LE MANS,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.031013000000000000,0.182888000000000000,But Le Mans Nord,,407,72000,https://www.but.fr/magasins/407/But-Le-Mans-Nord.html
724 AVENUE DU 19 MARS 1962,But,ARBENT,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.284297301545000000,5.665142528659200000,But Oyonnax,,408,01100,https://www.but.fr/magasins/408/But-Oyonnax.html
Rue du Dr Robert Creusat,But,REIMS,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.290121458538000000,4.022138533423000000,But Reims La Neuvillette,,409,51100,https://www.but.fr/magasins/409/But-Reims-La-Neuvillette.html
Avenue de la Boutillerie,But,SEQUEDIN,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.627440287733000000,2.974211820062000000,But Englos,,410,59320,https://www.but.fr/magasins/410/But-Englos.html
679E Av. Michel Omerin,But,AMBERT,France,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.543404898088000000,3.729003164889900000,But Ambert,,411,63600,https://www.but.fr/magasins/411/But-Ambert.html
350 rue Blaise Pascal,But,PROVILLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.149610000000000000,3.216830000000000000,But Cambrai,,412,59267,https://www.but.fr/magasins/412/But-Cambrai.html
17 rue des estuaires,But,BAIN-DE-BRETAGNE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.857685983169000000,-1.689782927978000000,But Bain-de-Bretagne,,413,35470,https://www.but.fr/magasins/413/But-Bain-de-Bretagne.html
