address,city,postcode,country,extras,lat,long,name,ref,state,phone,website,opening_hours
Route de Clisson,Basse-Goulaine,44115,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.1872546,-1.47307728,Jardiland,3681967,Pays de la Loire,+33 2 40 34 02 44,https://www.jardiland.com/magasins/magasin-nantes-basse-goulaine,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-18:30'}}"
Rue Hélène Boucher,Orvault,44700,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.25289167,-1.62018836,Jardiland,3681972,Pays de la Loire,+33 2 28 01 75 75,https://www.jardiland.com/magasins/magasin-nantes-orvault,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:30-18:30'}}"
30 Route de Ribérac,Chancelade,24650,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",45.19898723,0.65988014,Jardiland,3681974,Nouvelle-Aquitaine,+33 5 53 05 68 68,https://www.jardiland.com/magasins/magasin-perigueux-chancelade,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-12:30, 14:00-19:00', 'Sun': '10:00-12:30, 14:30-19:00'}}"
2 Avenue des Métiers d'art,Béziers,34500,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",43.35026337,3.25741916,Jardiland,3681971,Occitanie,+33 4 67 35 84 40,https://www.jardiland.com/magasins/magasin-beziers,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:00-19:00'}}"
Rue des Capucins,Saintes,17100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",45.74175921,-0.65913542,Jardiland,3681976,Nouvelle-Aquitaine,+33 5 46 90 30 30,https://www.jardiland.com/magasins/magasin-saintes,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-19:00'}}"
Rue Marcellin Berthelot,Vannes,56000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.66347445,-2.79318268,Jardiland,3681966,Bretagne,+33 2 97 62 06 06,https://www.jardiland.com/magasins/magasin-vannes,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
300 Route de Kerviec,Lanester,56600,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.7793702,-3.35260929,Jardiland,3681979,Bretagne,+33 2 97 89 36 36,https://www.jardiland.com/magasins/magasin-lanester-caudan,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:00-18:30'}}"
Route de Cambo,Bassussarry,64200,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",43.44489268,-1.48815817,Jardiland,3681978,Nouvelle-Aquitaine,+33 5 59 70 41 00,https://www.jardiland.com/magasins/magasin-bassussarry,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-19:00'}}"
81 Rue de la Carrière,Lexy,54720,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.51587035,5.74286544,Jardiland,3681877,Grand Est,+33 3 82 25 99 44,https://www.jardiland.com/magasins/magasin-longwy-lexy,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:30-18:00'}}"
23 Avenue de Verdun,Saint-Dié-des-Vosges,88100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.29495179,6.93737703,Jardiland,3681898,Grand Est,+33 3 29 55 39 58,https://www.jardiland.com/magasins/magasin-saint-die-des-vosges,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:00-12:00, 14:00-19:00', 'Wed': '09:00-12:00, 14:00-19:00', 'Thu': '09:00-12:00, 14:00-19:00', 'Fri': '09:00-12:00, 14:00-19:00', 'Sat': '09:00-12:00, 14:00-19:00', 'Sun': '09:30-12:00, 14:30-18:00'}}"
33 Rue des Laps,Cormontreuil,51350,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.21718632,4.04502126,Jardiland,3681883,Grand Est,+33 3 26 85 49 34,https://www.jardiland.com/magasins/magasin-cormontreuil,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
161 Route de Dole,Besançon,25000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.21951051,5.95427916,Jardiland,3681880,Bourgogne-Franche-Comté,+33 3 81 41 64 64,https://www.jardiland.com/magasins/magasin-besancon,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:00, 14:00-19:00'}}"
87 Rue de Salins,Pontarlier,25300,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.90812855,6.33943102,Jardiland,3681889,Bourgogne-Franche-Comté,+33 3 81 46 54 72,https://www.jardiland.com/magasins/magasin-pontarlier,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:00-12:30, 13:30-19:00', 'Sun': 'Closed'}}"
664 Avenue Jean Moulin,Jaux,60880,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.40845695,2.77396899,Jardiland,3681879,Hauts-de-France,+33 3 44 90 42 00,https://www.jardiland.com/magasins/magasin-compiegne,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-18:30'}}"
Avenue du Général Charles de Gaulle,Châtenoy-le-Royal,71880,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.79547741,4.81427037,Jardiland,3681882,Bourgogne-Franche-Comté,+33 3 85 98 98 00,https://www.jardiland.com/magasins/magasin-chatenoy-le-royal,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:30-18:30'}}"
Avenue André Gautier,Étampes,91150,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.42964213,2.1550095,Jardiland,3681901,Île-de-France,+33 1 60 80 02 02,https://www.jardiland.com/magasins/magasin-etampes,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-13:00, 14:30-19:00'}}"
Route de Paris,Le Vieil-Évreux,27930,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.01447744,1.19318012,Jardiland,3681895,Normandie,+33 2 32 62 27 10,https://www.jardiland.com/magasins/magasin-le-vieil-evreux,"{'opening_hours': {'Mon': '10:00-12:30, 14:00-19:00', 'Tue': '10:00-12:30, 14:00-19:00', 'Wed': '10:00-12:30, 14:00-19:00', 'Thu': '10:00-12:30, 14:00-19:00', 'Fri': '10:00-12:30, 14:00-19:00', 'Sat': '10:00-12:30, 14:00-19:00', 'Sun': '10:00-12:30, 14:00-18:30'}}"
5 Rue des Terres Noires,Saint-Maur,36250,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.78245575,1.65196717,Jardiland,3681894,Centre-Val de Loire,+33 2 54 61 10 00,https://www.jardiland.com/magasins/magasin-chateauroux-saint-maur,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
Rue Emile Galle,Forbach,57600,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.17615991,6.87959734,Jardiland,3681864,Grand Est,+33 3 87 85 06 77,https://www.jardiland.com/magasins/magasin-forbach,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-12:00, 14:00-19:00', 'Sun': 'Closed'}}"
50 Rue de la Gare,Geispolsheim,67118,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.51734176,7.67143626,Jardiland,3681860,Grand Est,+33 3 88 55 41 50,https://www.jardiland.com/magasins/magasin-strasbourg-geispolsheim,"{'opening_hours': {'Mon': '09:00-12:00, 14:00-18:30', 'Tue': '09:00-12:00, 14:00-18:30', 'Wed': '09:00-12:00, 14:00-18:30', 'Thu': '09:00-12:00, 14:00-18:30', 'Fri': '09:00-12:00, 14:00-18:30', 'Sat': '09:00-18:00', 'Sun': 'Closed'}}"
30 Rue Louis Lepitre,Langres,52200,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.8446142,5.33012176,Jardiland,3681874,Grand Est,+33 3 25 87 01 45,https://www.jardiland.com/magasins/magasin-langres,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-12:00, 14:00-19:00', 'Sun': 'Closed'}}"
597 Avenue des Alliés,Audruicq,62370,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",50.87055252,2.07150155,Jardiland,3681857,Hauts-de-France,+33 3 21 85 70 80,https://www.jardiland.com/magasins/magasin-audruicq,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-12:00, 14:00-19:00', 'Sun': '09:30-12:30, 14:30-18:00'}}"
81 Avenue Général de Gaulle,Saint-Parres-aux-Tertres,10410,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.29797236,4.12400671,Jardiland,3616027,Grand Est,+33 3 25 80 99 99,https://www.jardiland.com/magasins/magasin-troyes-saint-parres-aux-tertres,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
150 Avenue de l'Europe,Amiens,80080,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.92440237,2.30648759,Jardiland,3681862,Hauts-de-France,+33 3 22 22 68 70,https://www.jardiland.com/magasins/magasin-amiens,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
Rue Sainte-Colombe,Saint-Clément,89100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.2239468,3.283692,Jardiland,3681870,Bourgogne-Franche-Comté,+33 3 86 64 37 64,https://www.jardiland.com/magasins/magasin-saint-clement,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:30-18:30'}}"
Rond-Point Porte du Gâtinais,Dadonville,45300,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.16263674,2.2546151,Jardiland,3681869,Centre-Val de Loire,+33 2 38 33 04 44,https://www.jardiland.com/magasins/magasin-dadonville,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:00-18:30'}}"
13 Rue Claude Lewy,Orléans,45100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.8850739,1.8984822,Jardiland,3616014,Centre-Val de Loire,+33 2 38 22 62 10,https://www.jardiland.com/magasins/magasin-orleans-sud,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-18:30'}}"
1 Impasse des Marcassins,Bessoncourt,90160,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.64189269,6.91124552,Jardiland,3682001,Bourgogne-Franche-Comté,+33 3 84 30 50 30,https://www.jardiland.com/magasins/magasin-belfort-bessoncourt,"{'opening_hours': {'Mon': '09:00-12:00, 14:00-19:00', 'Tue': '09:00-12:00, 14:00-19:00', 'Wed': '09:00-12:00, 14:00-19:00', 'Thu': '09:00-12:00, 14:00-19:00', 'Fri': '09:00-12:00, 14:00-19:00', 'Sat': '09:00-12:00, 14:00-19:00', 'Sun': '09:30-12:00, 14:30-18:00'}}"
134 Avenue Pierre Mendès France,Laon,02000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.58116323,3.64468139,Jardiland,3682018,Hauts-de-France,+33 3 23 79 04 48,https://www.jardiland.com/magasins/magasin-laon,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
D14,Flins-sur-Seine,78410,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.96848877,1.86836693,Jardiland,3682000,Île-de-France,+33 1 30 95 18 19,https://www.jardiland.com/magasins/magasin-flins-sur-seine,"{'opening_hours': {'Mon': '10:00-19:00', 'Tue': '10:00-19:00', 'Wed': '10:00-19:00', 'Thu': '10:00-19:00', 'Fri': '10:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-19:00'}}"
1 Rue du Fromenteau,Gometz-le-Châtel,91940,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.67869231,2.13330078,Jardiland,3681995,Île-de-France,+33 1 60 12 75 75,https://www.jardiland.com/magasins/magasin-gometz-le-chatel,"{'opening_hours': {'Mon': '10:00-19:00', 'Tue': '10:00-19:00', 'Wed': '10:00-19:00', 'Thu': '10:00-19:00', 'Fri': '10:00-19:00', 'Sat': '10:00-19:00', 'Sun': '10:00-18:30'}}"
55 Route de Paris,Saint-Aubin-sur-Scie,76550,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.89395361,1.07821047,Jardiland,3682004,Normandie,+33 2 35 06 83 10,https://www.jardiland.com/magasins/magasin-dieppe-saint-aubin-sur-scie,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-13:00, 14:00-19:00'}}"
851 Route de Paris,Viriat,01440,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.22112233,5.20707048,Jardiland,3682017,Auvergne-Rhône-Alpes,+33 4 74 50 65 40,https://www.jardiland.com/magasins/magasin-viriat-bourg-en-bresse,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-12:30, 14:00-19:00', 'Sun': '09:30-12:30, 14:00-19:00'}}"
